source,target
1218387,1967140
1218387,1035396
1218387,1218387
934097,21411
934097,934097
1656966,1656966
1656966,21411
1656966,1656966
53258,53258
53258,21411
53258,1631069
53258,1631070
589193,589193
589193,589194
589193,89799
589194,589193
589194,589194
589194,89799
7639,7639
7639,16524
7639,8434
7639,1165
7639,12147
7639,32924
7639,108627
7639,1191427
7639,290
7639,14674
7639,11487
1425151,1425151
1425151,1425153
1425151,1354770
1425151,1425151
1425151,1425157
1425151,1275423
1425151,105656
1425151,1195469
1425151,1425157
1425151,105656
1425151,1248507
1425151,1278219
1425151,1275417
1425151,1275416
1425151,1497847
1425151,1263397
210905,210905
210905,216076
210905,1237802
210905,1081435
210905,216076
210905,212824
210905,543536
210905,115788
210905,151043
210905,90027
210905,997887
210905,969097
210905,1419126
210905,151042
210905,543599
210905,56446
210905,89888
210905,115788
210905,90027
210905,1240598
210905,1196967
210905,90027
210905,543636
210905,56446
210905,90031
210905,151043
210905,115788
210905,56446
210905,89888
210905,1170010
210905,1170014
210905,56446
210905,543530
210905,151043
210905,56446
210905,238367
210905,115788
210905,56446
210905,61903
210905,90031
210905,1672591
210905,2270484
210905,238367
210905,543544
210905,65236
210905,74749
210905,1200822
210905,87919
210905,543530
210905,151043
210905,115788
210905,1170013
210905,151043
210905,77763
210905,56446
210905,105656
210905,115788
210905,56446
210905,115788
210905,112219
210905,1216782
210905,1207043
210905,1167702
210905,74749
210905,1197228
210905,87919
210905,568555
210905,237746
574074,543536
574074,574074
574074,574075
574074,90031
574074,1108859
574075,543536
574075,574074
574075,574075
74949,74949
74949,53828
74949,1231115
53828,74949
53828,53828
53828,1231115
1231115,74949
1231115,53828
1231115,1231115
1124595,1124595
1124595,1195473
1124595,149505
1124595,62065
1124595,263229
1124595,1208114
1124595,567335
1124595,1056699
1124595,567263
1124595,1135066
1124595,569184
1195473,1124595
1195473,1195473
1195473,77120
1195473,112217
1195473,135352
1195473,1195465
1195473,568585
1195473,1056699
1195473,567263
1195473,1135066
1195473,569184
1195473,1264468
1195473,2290411
1195473,112217
1195473,1108859
1195473,112217
1195473,567335
1195473,112217
1195473,135352
1195473,1195537
1240611,1240611
1240611,1240621
1240611,568585
1240611,1241094
1240611,1240598
1240611,112219
1240611,1196862
1240611,135352
1240621,1240611
1240621,1240621
1240621,1240598
1240621,87255
46593,4800
46593,350
46593,46593
46593,127963
46593,79961
46593,200021
11147,11147
11147,4800
11147,11147
11147,1732727
11147,13022
11147,8231
1732727,11147
1732727,1732727
18328,55635
18328,18328
18328,8699
18328,93663
18328,44222
18328,834
18328,16523
106765,18643
106765,106765
106765,100633
106765,26009
106765,7504
106765,172677
106765,11628
106765,18649
106765,1581
106765,7668
106765,15152
106765,42157
100633,18643
100633,106765
100633,100633
100633,51377
100633,149994
66610,18643
66610,66610
66610,31297
31297,18643
31297,66610
31297,31297
28778,18643
28778,28778
28778,34487
28778,12967
28778,777
28778,2266
28778,4587
28778,53574
1523100,18643
1523100,1523100
106178,8229
106178,106178
69248,69248
5402,5402
5402,27440
5402,543085
5402,5401
5402,5402
5402,5403
5403,5403
5403,5401
5403,5402
5403,5403
5403,40207
5403,20011
5403,5403
5403,12497
5403,115364
5403,2669
1186910,1186910
1186910,66203
1186910,1186911
66203,1186910
66203,66203
66203,1186911
66203,2955260
66203,16848
66203,83322
1186911,1186910
1186911,66203
1186911,1186911
8900,6837
8900,13567
8900,8900
8900,8891
8900,8892
245,245
245,246
245,247
247,245
247,246
247,247
26209,26209
26209,80536
26209,26209
26209,80536
26209,1953879
26209,26209
26209,12982
26209,83701
26209,145116
26209,231677
26209,2576887
26209,12982
26209,11180
26209,34546
98105,98105
98105,98104
98105,80536
98105,98105
98105,98104
98105,98105
98105,98104
98105,11109
98104,98105
98104,98104
98104,80536
98104,98105
98104,98104
98104,98105
98104,98104
98104,11109
1079890,1079890
1079890,1233997
1079890,34551
1079890,1079890
1233997,1079890
1233997,1233997
1233997,34551
1233997,40041
1233997,112823
1233997,1220533
34551,1079890
34551,1233997
34551,34551
34551,34546
34551,28485
34551,211368
34551,47703
34551,138175
34551,16847
34551,2838359
34551,102429
1138822,1138822
1138822,1138821
1138822,1333416
1138822,1183233
1138822,1138822
1138822,1405200
1138822,1138821
1138821,1138821
1138821,1615316
1138821,1138822
1138821,1138821
1138821,1333416
1138821,1138821
1333416,1138822
1333416,1138821
1333416,1333416
1333416,1138821
1574312,109969
1574312,1574312
34212,34212
34212,1228674
34212,109969
34212,34212
34212,109969
34212,34212
34212,34347
34212,88462
137579,109969
137579,137579
67230,67230
67230,121039
67230,16417
121039,67230
121039,121039
121039,16417
121039,33923
121039,1949
16417,16417
16417,67230
16417,121039
16417,16417
16417,34478
16417,35219
16417,31771
16417,30236
16417,5462
16417,78077
16417,3149
16417,3150
16417,3151
90298,90298
90298,552625
552625,90298
552625,552625
83414,83414
83414,92525
83414,83414
83414,13640
83414,97752
83414,89670
83414,78057
83414,16418
83414,78798
83414,67778
13640,83414
13640,13640
13640,97752
97752,83414
97752,13640
97752,97752
104810,104810
104810,1233056
104810,41755
1233056,104810
1233056,1233056
1233056,41755
1233056,9066
1233056,66776
41755,41755
41755,8252
41755,84485
41755,104810
41755,1233056
41755,41755
31771,31771
31771,33923
31771,31771
31771,30236
31771,94433
31771,31771
31771,67230
31771,121039
31771,16417
31771,589812
31771,930166
31771,116255
31771,116256
31771,116255
31771,116256
31771,116257
31771,34759
31771,15098
31771,83400
31771,4091
31771,97182
31771,29623
31771,67685
30236,14517
30236,30236
30236,1042792
30236,30236
30236,8635
30236,98012
30236,30236
30236,31771
30236,30236
30236,12147
30236,14450
30236,72059
30236,150638
30236,104728
30236,10538
30236,11492
30236,8725
34178,34178
34178,34179
34178,30223
34178,34178
34178,34179
34178,30223
34178,34178
34178,34179
34178,30223
34179,34178
34179,34179
34179,30223
34179,34178
34179,34179
34179,30223
34179,34178
34179,34179
34179,30223
34179,33004
34179,99891
34179,17756
30223,34178
30223,34179
30223,30223
30223,34178
30223,34179
30223,30223
30223,34178
30223,34179
30223,30223
30223,30210
30223,854
30223,4113
30223,854
30223,17752
30223,17753
87685,87685
87685,103366
87685,22091
87685,87685
87685,2007
87685,41516
87685,87685
87685,9070
87685,88870
87685,87685
87685,10411
87685,130375
87685,87685
87685,99749
87685,13824
87685,87685
87685,13259
2007,87685
2007,2007
2007,41516
2007,15152
2007,1936
2007,16523
2007,176543
2007,1488806
2007,8434
2007,1165
2007,834
2007,16523
41516,87685
41516,2007
41516,41516
41516,124309
41516,30211
41516,72063
41516,209969
1114225,3125
1114225,1114225
1114225,1114226
1114226,3125
1114226,1114225
1114226,1114226
116153,3125
116153,116152
116153,116153
2781055,3125
2781055,2781055
2781055,2035979
2035979,3125
2035979,2781055
2035979,2035979
88339,88339
88339,116154
88339,1795433
88339,3125
88339,88339
102,102
102,13604
102,3125
102,102
102,1239839
102,1774673
102,1220077
102,35824
102,1893064
102,1436413
102,10367
102,76495
102,76496
102,2406668
102,2406671
116154,88339
116154,116154
116154,1795433
1795433,88339
1795433,116154
1795433,1795433
1116282,820
1116282,1116282
1116282,1317785
1116282,1317786
1425153,1425151
1425153,1425153
1425153,1275423
1425153,105656
1425153,1248507
1425153,1197226
1425153,1425157
1425153,2022397
1425153,2023400
1425153,1425145
1425153,1197225
1425153,1467647
1425153,105656
1425153,1248507
1425153,1278219
1425153,1195469
1425153,1425157
1425153,1497847
1425153,1263397
1425153,1197223
1425153,72764
1425153,1197223
1425153,1224907
1425153,1197225
1425153,1248507
1425153,1197225
149505,149505
149505,62065
149505,263229
62065,149505
62065,62065
62065,263229
62065,61983
62065,62065
62065,173849
62065,62065
263229,149505
263229,62065
263229,263229
1604927,1604927
1604927,1960122
1604927,2022855
1604927,1604927
1604927,1246398
1604927,2272139
1604927,1604927
1604927,1425157
1604927,2066431
1604927,2264609
1604927,1604927
1604927,1852881
1604927,1246398
1604927,1604927
1604927,2271179
1604927,2264609
1604927,1604927
1604927,1578309
1604927,2262618
1604927,1425157
1604927,1425145
1604927,2022501
1604927,2263827
1604927,2066431
1604927,2310928
1604927,2265679
1604927,2023460
1604927,569590
1604927,543515
1604927,2022855
1604927,2023460
1604927,2264609
1604927,1852889
1604927,2022855
1604927,2023460
1604927,2266435
1604927,1472029
1604927,1434212
1604927,1425145
1604927,2268920
1604927,2264609
1604927,2263827
1604927,2276996
1604927,1960122
1604927,2266447
1604927,2264609
1604927,1425145
1604927,1604947
1604927,2333913
1604927,2333914
1604927,1672591
1604927,2270484
1604927,1354765
1604927,1582658
1604927,593046
2066431,2280283
2066431,2066431
2066431,2280293
2066431,2263827
2066431,2066431
2066431,2310928
2066431,1425157
2066431,1957141
2066431,2066431
2066431,1516619
2066431,1108849
2066431,2066431
2066431,1604927
2066431,1425157
2066431,2066431
2066431,2183678
2066431,1631963
2066431,1203710
2022501,2022501
2022501,2263827
2022501,1852883
2022501,2272139
2022501,2022501
2022501,2263827
2022501,1425157
2022501,1425145
2022501,2022501
2022501,2303401
2022501,2320927
2022501,2022501
2022501,2303401
2022501,2320925
2022501,1582659
1237849,1237849
1237849,1385147
1237849,1578309
1237849,1108859
1237849,1237770
1237849,1081431
1237849,569590
1237849,1275410
1237849,1275408
1237849,543515
1237849,1081432
1237849,1081435
1237849,1081453
1237849,90027
1237849,1108859
1237849,1081432
1237849,1081433
1237849,1081432
1237849,1426425
1237849,90031
1237849,1108859
1385147,1237849
1385147,1385147
1385147,1578309
1385147,1472087
1385147,1214492
1385147,1385133
1385147,1216801
1385147,1275410
1385147,1426000
1385147,1275416
1385147,1275417
1385147,2333913
1385147,2333914
1578309,1578309
1578309,2262618
1578309,1237849
1578309,1385147
1578309,1578309
1578309,1425145
1578309,2268920
1578309,1246398
1578309,1604927
1578309,2264609
1578309,2022855
1578309,1852883
1578309,1354765
1578309,1582658
1578309,593046
1578309,2264493
1578309,2022397
1578309,2264609
1578309,2263827
1578309,2276996
1425534,1425534
1425534,1363544
1425534,1426425
1425534,238330
1425534,1237838
1425534,238330
1425534,1354772
1425534,238330
1425534,1237760
1425534,1237838
1425534,2597101
1425534,1237838
1425534,1081435
1425534,1240593
1425534,2695069
1425534,1275411
1425534,1275412
1425534,2818971
1425534,2818967
1425534,1272138
1425534,238330
1425534,1093514
1425534,1237838
1425534,1283626
1425534,2343519
1425534,1197223
1425534,1197225
1425534,1081432
1425534,571272
1425534,1426425
1425534,1081432
2818971,2818971
2818971,2818967
2818971,1240593
2818971,2695069
2818967,2818971
2818967,2818967
2818967,1240593
2818967,2695069
1240593,1240593
1240593,2695069
1240593,2818971
1240593,2818967
1240593,1363544
1240593,1426425
1240593,1081432
1240593,1283626
1240593,2343519
2695069,1240593
2695069,2695069
72764,72764
72764,1270268
72764,302790
72764,1197223
72764,72764
72764,1247418
72764,13256
72764,90159
72764,229403
72764,63706
72764,224664
72764,585211
72764,76931
72764,1129267
1263397,1497847
1263397,1263397
1263397,238330
1263397,1081097
1263397,1248507
1263397,1197226
1263397,1197223
1263397,1197225
1263397,1363544
1263397,1426425
1263397,1516619
1263397,1108849
1263397,2066431
1263397,238330
1263397,1237760
1263397,1272138
1263397,238330
1263397,1222672
1263397,1197225
1263397,1197221
1263397,1197223
1263397,1081435
1263397,1278217
1263397,565430
1263397,1249196
1263397,1195469
1263397,1425157
1263397,1197221
1263397,1197231
1263397,1197225
1263397,1467647
1263397,1283626
1263397,2343519
1263397,1275411
1263397,1275412
1263397,1197223
1263397,1237802
1263397,1197221
1263397,1551418
1263397,1954371
1263397,222912
1263397,1248507
1263397,1497847
1263397,1197223
1263397,1224907
1263397,1197225
1263397,1248507
1263397,1197223
1263397,1197225
1263397,1248507
1263397,1197225
1263397,1197231
2027371,2027371
2027371,1425157
2027371,2264493
2027371,2268920
2027371,2027371
2027371,1472048
2027371,2029386
2027371,2276912
2027371,2307178
2027371,2022855
2027371,2029386
2027371,2263827
2027371,2272139
2027371,2264609
2027371,2263827
2027371,2276996
2027371,2307156
2027371,2303405
2027371,2307158
2027371,1354765
2027371,1582658
2027371,593046
2027371,2264493
2027371,2022397
2027371,2022855
2027371,1852883
2027371,2272139
2027371,1604927
2027371,1246398
2027371,2272139
2027371,2276996
2027371,2262639
2027371,2312032
2027371,1195469
2027371,1425157
2027371,1237849
2027371,1385147
2027371,1578309
2027371,2333913
2027371,2333914
2027371,1578309
2027371,2262618
2027371,2263827
2027371,2262624
2027371,2272142
2264493,2264493
2264493,1570175
2264493,2265701
2264493,2264493
2264493,1222673
2264493,2303401
2264493,2264493
2264493,2022397
2264493,2027371
2264493,1425157
2264493,2264493
2264493,1604927
2264493,1960122
2264493,2022855
2264493,2271179
2264493,2264609
2264493,1604927
2264493,2022501
2264493,2263827
2264493,1852883
2264493,2263827
2264493,2262624
2264493,2262628
2264493,1354765
2264493,1582658
2264493,593046
2264493,2307156
2264493,2303405
2264493,2307158
2264493,1275416
2264493,1081435
2264493,2264609
2264493,1425145
2264493,1604947
2264493,1522045
2264493,2268920
2264493,2272127
2264493,2272129
2264493,1570175
2264493,2272139
2264493,2263827
2264493,2276996
2264493,2262639
2264493,2312032
2264493,2022855
2264493,2023460
2264493,2265688
2264493,2265896
2264493,2023460
2264493,2266435
2264493,1960122
2264493,2266447
2264493,1578309
2264493,2262618
2264493,1425145
2264493,2268920
2264493,1248512
2264493,1138149
2264493,1960154
2264493,1960212
2264493,1672591
2264493,2270484
1583624,1583624
1583624,1108849
1583624,1425145
1583624,237747
1583624,1249380
1583624,1604927
1583624,1425157
1583624,2066431
1583624,1472048
1583624,1425145
1583624,1108849
1583624,2276961
1583624,2022855
1583624,2029386
1583624,1472029
1583624,1434212
1583624,2276991
1583624,1472048
1583624,2268920
1583624,1425157
1583624,1957141
1583624,2066431
1583624,2333913
1583624,2333914
237747,237747
237747,1249380
237747,1520554
237747,1520553
237747,237747
237747,56446
237747,151043
237747,115788
237747,151043
237747,56446
237747,87919
237747,56446
237747,61903
237747,119154
237747,56446
237747,218176
237747,543544
237747,56446
237747,565430
237747,61903
237747,568555
237747,237746
237747,56446
237747,112219
237747,543530
237747,237746
237747,56446
237747,568555
237747,105656
237747,543530
237747,115788
237747,90027
237747,90028
237747,61903
237747,87919
237747,89888
237747,151043
237747,56446
237747,89888
237747,151043
237747,87919
237747,151043
237747,61903
237747,151043
237747,1419128
237747,569590
237747,151043
237747,90027
237747,89888
237747,1170013
237747,56446
237747,568555
237747,115788
237747,151043
237747,90027
237747,160039
237747,115788
237747,112219
237747,151043
237747,565426
237747,56446
237747,89888
237747,90027
237747,151042
237747,569165
237747,565430
237747,77763
237747,151043
237747,56446
237747,115788
237747,89888
237747,56446
237747,1198946
237747,565430
237747,90027
237747,56446
237747,543530
237747,543599
237747,56446
237747,543530
237747,151043
237747,87919
237747,568555
237747,237746
237747,87919
237747,1081432
237747,65236
237747,87919
237747,543530
237747,151043
237747,56446
237747,115788
237747,112219
237747,2333913
237747,2333914
237747,112219
237747,543530
237747,87919
237747,79027
237747,1108052
237747,1198946
237747,565430
237747,115788
237747,151043
237747,565426
237747,56446
237747,105656
237747,115788
237747,74749
237747,90031
237747,56446
237747,115788
237747,56446
237747,90031
237747,151043
237747,77763
237747,569166
237747,77120
237747,1155272
237747,567335
237747,115788
237747,112219
237747,1531459
237747,1200822
237747,151043
1249380,237747
1249380,1249380
1249380,1198946
1249380,1076694
1249380,1198946
1249380,90031
1249380,1081432
1249380,1081435
1249380,90031
1249380,1108859
1249380,1081432
1249380,1081433
1249380,543515
1249380,1081432
1249380,1081435
1249380,1275411
1249380,44240
1249380,2632
1249380,1081432
1249380,1426425
1249380,1222695
1249380,1081433
1249380,1237790
1249380,1222667
1249380,1076694
1249380,218022
1249380,1081435
1249380,1081453
1249380,1081432
1249380,1426425
1249380,1081453
1249380,1207425
1249380,77763
1249380,1081435
1249380,1363544
1249380,1275406
1249380,90027
1249380,1108859
1472029,1472029
1472029,1434212
1472029,2035859
1472029,1955456
1472029,1425121
1472029,1838851
1472029,1197221
1472029,1277108
1472029,1472048
1472029,1425145
1472029,1108849
1472029,2035859
1472029,1955456
1472029,1275400
1472029,2022397
1472029,2023400
1472029,1425145
1472029,1425157
1472029,1425145
1472029,2022501
1472029,1955456
1472029,1425405
1472029,1955451
1472029,1425405
1472029,2358031
1472029,1197226
1472029,1197225
1472029,1197226
1472029,1354770
1472029,1425151
1472029,2035859
1472029,1425405
1472029,222912
1472029,1248507
1472029,1497847
1472029,2358031
1472029,1197234
1472029,2358031
1472029,2035859
1472029,1197223
1472029,1197225
1472029,1955452
1472029,1477080
1472029,2358037
1472029,2358038
1472029,1197223
1472029,1363544
1472029,1955456
1472029,1955455
1472029,1955456
1472029,2358031
1472029,1516849
1472029,2358031
1472029,1955451
1472029,2358031
1472029,1197234
1472029,1955456
1472029,1955455
1472029,1497847
1472029,1263397
1472029,1957141
1472029,2226473
1434212,1472029
1434212,1434212
1434212,2333913
1434212,2333914
1434212,1195469
1434212,1425157
1434212,1237849
1434212,1385147
1434212,1578309
1516619,1516619
1516619,1108849
1516619,2066431
1516619,1472029
1516619,1434212
1516619,237747
1516619,1249380
1516619,1583624
1516619,1108849
1516619,1425145
1516619,1472048
1516619,1425145
1516619,1108849
2263827,2263827
2263827,2023460
2263827,1570645
2263827,2263827
2263827,2262624
2263827,2272142
2263827,2263827
2263827,2262624
2263827,2262628
2263827,2263827
2263827,2066431
2263827,2310928
2263827,2263827
2263827,2304788
2263827,2276996
2263827,2022501
2263827,2263827
2263827,1852883
2263827,2029386
2263827,2263827
2263827,2272139
2263827,2264609
2263827,2263827
2263827,2276996
2263827,2272139
2263827,2022501
2263827,2263827
2263827,1570175
2263827,2272139
2263827,2263827
2263827,1852883
2263827,1852889
2263827,2263827
2263827,1354765
2263827,1582658
2263827,593046
2263827,1604927
2263827,1246398
2263827,2272139
2263827,2027371
2263827,1425157
2263827,2264493
2263827,2264609
2263827,1852889
2263827,2022855
2263827,1578309
2263827,2262618
2263827,2272127
2263827,2272129
2263827,2264493
2263827,2022397
2263827,2022855
2263827,1852883
2263827,2272139
2263827,1425157
2263827,2342419
2263827,2342420
2263827,2023460
2263827,2262612
2310928,2263827
2310928,2066431
2310928,2310928
2333913,2333913
2333913,2333914
2333913,1237849
2333913,1385147
2333913,1578309
2333914,2333913
2333914,2333914
113521,113521
113521,85623
113521,85320
113521,113521
113521,81514
113521,142417
113521,113521
113521,82920
113521,78909
113521,113521
113521,582403
113521,123604
113521,113521
113521,1068422
113521,1067882
82920,82920
82920,83366
82920,133199
82920,113521
82920,82920
82920,78909
82920,1964094
82920,122163
78909,78909
78909,570713
78909,108410
78909,78909
78909,1926251
78909,81514
78909,78909
78909,1326847
78909,113521
78909,82920
78909,78909
78909,113521
78909,81514
78909,142417
91525,129851
91525,91525
91525,461463
91525,1199115
91525,83383
574599,574599
574599,583349
574599,129851
574599,574599
574599,583349
574599,1064601
574599,1067882
574599,997887
574599,1906220
574599,570713
574599,582398
574599,461463
574599,83372
574599,1176853
583349,574599
583349,583349
583349,129851
583349,574599
583349,583349
583349,1064601
1043282,1043282
1043282,1199115
1043282,1208068
1043282,136956
1043282,1043282
1043282,87253
1043282,78909
1043282,570713
1043282,108410
1043282,78455
1043282,83426
1043282,936578
1199115,1199115
1199115,83383
1199115,1043282
1199115,1199115
1199115,1208068
1199115,265297
1199115,1199115
1199115,1577370
1199115,1170013
1199115,82920
1199115,83366
1199115,133199
1208068,1043282
1208068,1199115
1208068,1208068
1208068,1964094
1208068,122163
1131589,1067882
1131589,1131589
1131589,1107938
1131589,78809
1131589,1192265
1131589,1199115
1131589,83383
2230244,1067882
2230244,2230244
1068422,113521
1068422,1068422
1068422,1067882
1068422,461463
1068422,82915
1068422,936578
1068422,83448
1068422,78277
582403,113521
582403,582403
582403,123604
582403,108413
582403,83383
582403,83366
582403,1296035
582403,1905925
582403,83366
123604,113521
123604,582403
123604,123604
123604,936578
123604,83448
123604,78277
1655358,1655358
1655358,1724126
1655358,1917297
1655358,83432
1655358,105271
1655358,123596
1724126,1655358
1724126,1724126
1724126,1917297
1724126,129851
1724126,91525
1724126,461463
1724126,1199115
1724126,83383
1724126,192514
1724126,122163
1917297,1655358
1917297,1724126
1917297,1917297
1917297,1675836
1917297,1192265
1917297,1756227
1917297,113521
1917297,582403
1917297,123604
83383,108413
83383,83383
83383,83366
83383,1199115
83383,83383
83383,83432
83383,105271
83383,123596
1026204,1026204
1026204,1026205
1026204,1026206
1026204,139438
1026204,78277
1026204,1067945
1026205,1026204
1026205,1026205
1026205,1026206
1026206,1026204
1026206,1026205
1026206,1026206
83432,83432
83432,105271
83432,123596
83432,74750
83432,83426
83432,87254
83432,461463
83432,83372
83432,1176853
83432,136956
83432,1043282
83432,87253
105271,83432
105271,105271
105271,123596
105271,105271
105271,1384247
105271,108413
105271,82922
105271,105271
105271,1081154
105271,129824
105271,105271
105271,192514
105271,122163
105271,136956
105271,1043282
105271,87253
105271,129851
105271,91525
105271,461463
105271,1199115
105271,83383
105271,142417
105271,574590
105271,1107938
105271,1545961
123596,78269
123596,123596
123596,88079
123596,123596
123596,78552
123596,83432
123596,105271
123596,123596
123596,84053
123596,78810
123596,78269
123596,1081154
123596,78506
123596,1603313
123596,1603315
123596,82920
123596,83366
123596,133199
936578,936578
936578,83448
936578,78277
936578,78455
936578,83426
936578,936578
83448,83448
83448,84032
83448,1032920
83448,936578
83448,83448
83448,78277
83448,1296035
83448,1905925
83448,83366
78282,82915
78282,78282
78282,78277
84032,84032
84032,83509
84032,103045
84032,83448
84032,84032
84032,1032920
83509,84032
83509,83509
83509,103045
83509,83432
83509,105271
83509,123596
103045,84032
103045,83509
103045,103045
103045,113521
103045,82920
103045,78909
103045,574599
103045,583349
103045,1064601
103045,139440
103045,1905925
103045,1675836
570713,570713
570713,582398
570713,78909
570713,570713
570713,108410
570713,113521
570713,1068422
570713,1067882
582398,570713
582398,582398
582398,84032
582398,83509
582398,103045
83372,461463
83372,83372
83372,1176853
83372,113521
83372,85623
83372,85320
1176853,461463
1176853,83372
1176853,1176853
83366,83366
83366,78907
83366,82915
83366,82920
83366,83366
83366,133199
83366,78895
83366,85320
83366,83366
83366,108413
83366,83383
83366,83366
83366,1296035
83366,1905925
83366,83366
83366,936578
83366,83448
83366,78277
78907,83366
78907,78907
78907,82915
78895,78895
78895,85265
78895,84053
78895,78895
78895,85320
78895,83366
78895,78895
78895,83379
78895,78815
78895,1675836
78895,1192265
78895,1756227
85265,78895
85265,85265
85265,84053
84053,84053
84053,78810
84053,78269
84053,78895
84053,85265
84053,84053
1219637,11008
1219637,1219637
1385133,1385133
1385133,1216801
1385133,1275410
1216801,1385133
1216801,1216801
1216801,1275410
1216801,151043
1216801,115788
1216801,1170013
1216801,151043
1216801,90027
1216801,89888
2268920,2268920
2268920,2027371
2268920,1472048
2268920,1425145
2268920,2268920
2268920,2276991
2268920,1472048
2268920,2268920
2268920,1604947
2268920,1522045
2268920,2268920
2268920,1472048
2268920,2029386
2268920,2276912
2268920,2263827
2268920,2262624
2268920,2272142
2268920,2265688
2268920,2265896
2268920,2264493
2268920,2022397
2303329,2303329
2303329,2022855
2303329,2270486
2303329,2264609
2303329,2271179
2303329,2303329
2303329,2272139
2303329,2183678
2303329,2022855
2303329,2272139
2303329,2022855
2303329,2262624
2022855,2022855
2022855,1250412
2022855,1960118
2022855,2022855
2022855,2264609
2022855,1852889
2022855,2022855
2022855,1852883
2022855,2272139
2022855,2022855
2022855,2023460
2022855,1960118
2022855,2022855
2022855,2269639
2022855,2264609
2022855,2022855
2022855,1852883
2022855,2276961
2022855,2022855
2022855,2029386
2022855,2307178
2022855,2022855
2022855,2029386
2022855,2303329
2022855,2022855
2022855,2270486
2022855,2272139
2022855,2022855
2022855,2262624
2022855,1604927
2022855,1960122
2022855,2022855
2022855,2264609
2022855,1852889
2022855,2022855
2022855,2272139
2022855,2183678
2022855,2022855
2022855,2264609
2022855,1425145
2022855,1604947
2022855,2264609
2022855,1604927
2022855,1852881
2022855,2022501
2022855,2263827
2022855,1852883
2022855,1570175
2022855,2272139
2022855,2263827
2022855,2264609
2022855,2271179
2022855,2303329
2022855,2263827
2022855,2262624
2022855,2272142
2022855,2307156
2022855,2303405
2022855,2307158
2022855,1960122
2022855,2266447
2022855,2271179
2022855,2264609
2022855,1604927
2022855,1672590
2022855,2062477
2022855,1672591
2022855,2270484
2022855,2265688
2022855,2265896
2022855,2023460
2022855,2266435
2022855,2272127
2022855,2272129
2270486,2303329
2270486,2022855
2270486,2270486
2270486,1672591
2270486,2270484
2272139,2272139
2272139,2022501
2272139,2263827
2272139,2272139
2272139,2183678
2272139,2022855
2272139,2272139
2272139,2022855
2272139,2262624
2272139,1570175
2272139,2272139
2272139,2263827
2272139,1852883
2272139,1960090
2272139,2272139
2272139,2022855
2272139,1852883
2272139,2272139
2272139,2029386
2272139,2263827
2272139,2272139
2272139,1604927
2272139,1246398
2272139,2272139
2272139,1852883
2272139,1852889
2272139,2263827
2272139,2022501
2272139,2263827
2272139,1852883
2272139,2272127
2272139,2272129
2272139,2264609
2272139,1852889
2272139,2022855
2262624,2262624
2262624,2303780
2262624,1222673
2262624,2263827
2262624,2262624
2262624,2272142
2262624,2263827
2262624,2262624
2262624,2262628
2262624,2272139
2262624,2022855
2262624,2262624
2262624,2307156
2262624,2303405
2262624,2307158
2262624,2272139
2262624,2022501
2262624,2263827
2262624,2264609
2262624,1852889
2262624,2022855
2262624,1604927
2262624,1246398
2262624,2272139
2262624,1570175
2262624,2272139
2262624,2263827
2262624,2023460
2262624,2262612
2262624,2272127
2262624,2272129
2262624,1852883
2262624,1852889
2262624,2263827
2262624,2022855
2262624,1852883
2262624,2272139
2262624,2022501
2262624,2263827
2262624,1852883
2262624,2029386
2262624,2263827
2262624,2272139
2262624,2264609
2262624,2263827
2262624,2276996
2264609,2264609
2264609,1425145
2264609,1604947
2264609,2264609
2264609,1604927
2264609,1852881
2264609,2264609
2264609,2022855
2264609,1852883
2264609,2264609
2264609,2271636
2264609,1852889
2264609,2264609
2264609,1852889
2264609,2022855
2264609,2264609
2264609,2263827
2264609,2276996
2264609,2264609
2264609,2271179
2264609,2303329
2264609,2271179
2264609,2264609
2264609,1604927
2264609,2022855
2264609,2264609
2264609,1852889
2264609,1604927
2264609,1960122
2264609,2022855
2264609,2303401
2264609,2022855
2264609,2023460
2264609,1960122
2264609,2266447
2264609,1425145
2264609,2268920
2264609,2265679
2264609,2023460
2264609,2266435
2264609,2265688
2264609,2265896
2264609,1672591
2264609,2270484
1604947,1604947
1604947,1522045
1604947,2268920
1604947,2264609
1604947,1425145
1604947,1604947
1604947,2325460
1604947,2304788
1604947,2276996
1604947,2022855
1604947,2023460
1604947,1246398
1604947,2304321
1604947,2264493
1604947,1222673
1604947,2303401
1604947,2265679
1604947,2023460
1604947,2272139
1604947,2022501
1604947,2263827
1604947,1425145
1604947,2268920
1604947,2265688
1604947,2265896
1604947,2023460
1604947,2266435
1604947,2271179
1604947,2264609
1604947,1604927
1604947,1668499
1604947,2278507
1604947,1960171
1604947,1960122
1604947,2266447
1604947,1672591
1604947,2270484
1604947,1354765
1604947,1582658
1604947,593046
2271179,2271179
2271179,2264609
2271179,1604927
2271179,2264609
2271179,2271179
2271179,2303329
2271179,2264609
2271179,1425145
2271179,1604947
1522045,1604947
1522045,1522045
1522045,2268920
1522045,2313593
1522045,1522045
1522045,2313598
1522045,1522045
1522045,2331862
1522045,2313599
1522045,1326321
1522045,1747369
1522045,2303401
1522045,2320927
1522045,2022501
1522045,1428998
1522045,2313599
1522045,1522049
1522045,2813421
1578311,1578311
1578311,1582658
1578311,2027324
1578311,569590
1578311,1275410
1578311,1275408
1578311,151043
1578311,56446
1578311,997887
1578311,969097
1578311,1419126
1578311,1419127
