source,target
72373,13693
72373,1452787
1793,1793
1793,12727
1793,9069
1793,12150
1793,1793
1793,132785
1793,24813
1793,7631
1793,10169
1793,2753
1793,7632
1793,100318
132785,31989
132785,132785
132785,45036
132785,12150
132785,1793
132785,132785
132785,132474
132785,6103
44486,12150
44486,44486
44486,14168
44486,591352
23367,23367
23367,132190
23367,23367
23367,57345
23367,146464
23367,78538
78181,78181
78181,132198
78181,94418
78181,935074
78181,78181
78181,563809
132198,78181
132198,132198
132198,94418
132198,132190
132198,94418
132198,125357
39801,94418
39801,39801
39801,148589
39801,39645
39801,37457
39801,36385
39801,33003
39801,30537
39801,13963
6500,28420
6500,6500
6500,90523
6500,6500
6500,225150
6500,1108120
6500,6500
90523,28420
90523,6500
90523,90523
7805,7805
7805,1119830
7805,1119831
7805,19911
7805,4621
1119830,7805
1119830,1119830
1119830,1119831
1119831,7805
1119831,1119830
1119831,1119831
43323,43323
43323,1069346
43323,1072083
43323,43323
43323,234620
1069346,43323
1069346,1069346
1069346,1072083
1072083,43323
1072083,1069346
1072083,1072083
28146,3507
28146,28146
28146,28150
28150,3507
28150,28146
28150,28150
1298553,1267145
1298553,1298553
1298553,1298561
1298561,1267145
1298561,1298553
1298561,1298561
1034714,1034714
1034714,68166
545137,1273667
545137,545137
545137,35104
545137,78691
545137,545137
1059076,1059076
1059076,27271
2166,2166
2166,67323
2166,78882
2166,2166
2166,1396912
2166,1607382
78882,78882
78882,1150406
78882,2166
78882,67323
78882,78882
78882,3811
78882,1120871
27272,27272
27272,15918
27272,120646
27272,27272
27272,72246
27272,24747
27272,15918
27272,129076
785,785
785,105326
785,175583
785,1256120
785,9045
785,2048
785,156431
785,134
785,27319
785,6193
785,380
785,4512
785,4513
105326,785
105326,105326
543560,543560
543560,5476
543560,12150
543560,1793
543560,132785
24387,24387
24387,24460
24387,1284509
24387,26163
24387,39891
24387,18809
24460,24387
24460,24460
24460,1284509
1284509,24387
1284509,24460
1284509,1284509
11541,69958
11541,11541
11541,40969
11541,239342
11541,142941
11541,11541
40969,69958
40969,11541
40969,40969
112198,12270
112198,112198
112198,49070
49070,12270
49070,112198
49070,49070
28264,39889
28264,28264
28264,145159
1465321,1465321
1465321,9908
1465321,1029219
1465321,1324563
9908,9908
9908,18506
9908,1465321
9908,9908
9908,2565
9908,14242
9908,12150
9908,44486
9908,35672
9908,14121
586258,586258
586258,27440
25158,25158
25158,27440
25158,1468131
25158,34615
25158,9741
25158,142940
25158,25154
25158,25155
25158,24476
1468131,25158
1468131,27440
1468131,1468131
1468131,35254
1468131,545679
11188,37131
11188,11188
11188,1054071
11188,15135
11188,27442
11188,6014
543927,37131
543927,543927
543927,588852
588852,37131
588852,543927
588852,588852
1919655,37131
1919655,1919655
96926,96926
96926,146359
96926,18218
146359,96926
146359,146359
146359,18218
146359,77007
146359,4275
84432,84432
84432,6015
84432,20796
84432,1256160
84432,1080771
6817,6817
6817,138814
6817,6817
6817,2879107
6817,10934
6817,136495
138814,6817
138814,138814
6550,54167
6550,6550
1643007,25179
1643007,1643007
41014,41014
41014,1938600
1938600,41014
1938600,1938600
1619531,588809
1619531,1619531
937196,588809
937196,937196
937196,937201
937196,1202234
937196,213291
1038535,1038535
1038535,1201964
1038535,937210
1201964,1038535
1201964,1201964
1201964,937210
937210,1038535
937210,1201964
937210,937210
937210,588809
937210,588810
937210,588811
31694,231170
31694,31694
31694,144517
31694,231170
31694,31694
31694,231169
31694,31694
31694,937012
31694,13733
31694,1031177
31694,31694
31694,1070120
31694,1031957
31694,103525
31694,231170
31694,54149
31694,963016
31694,231020
31694,237484
231169,231169
231169,231170
231169,97644
231169,231169
231169,144515
231169,231170
231169,31694
231169,231169
231169,66676
231169,125222
231169,231956
231169,103528
231169,1019755
231169,1060751
231169,236408
231169,66676
97644,231169
97644,231170
97644,97644
37559,37559
37559,100668
37559,101
37559,144517
37559,37559
37559,1090395
37559,1090396
37559,144517
100668,37559
100668,100668
100668,101
101,37559
101,100668
101,101
1031958,1031958
1031958,1078419
1031958,1078420
1078419,1031958
1078419,1078419
1078419,1078420
1078420,1031958
1078420,1078419
1078420,1078420
1022670,1022670
1022670,510037
510037,1022670
510037,510037
510037,105152
510037,20118
510037,66676
3651,3651
3651,1146027
3651,54149
1146027,3651
1146027,1146027
1146027,54149
125222,66676
125222,125222
125222,590317
125222,70493
125222,589801
125222,31694
125222,937012
125222,99473
125222,31889
950214,950214
950214,86489
950214,1095101
950214,950214
950214,963016
589801,589801
589801,7368
589801,590317
589801,70493
589801,589801
589801,7351
589801,545346
589801,224507
7368,7368
7368,19448
7368,1070128
7368,7376
7368,7368
7368,1043869
7368,589801
7368,7368
7368,7370
7368,7372
7368,76871
105161,105161
105161,37588
105161,169416
105161,16441
105161,105161
105161,27464
105161,162072
105161,2115766
105161,227395
105161,37561
105161,37580
105161,1035344
105161,1035345
105161,231031
37588,105161
37588,37588
37588,169416
37588,231170
37588,54149
37588,963016
169416,105161
169416,37588
169416,169416
1293696,140862
1293696,1293696
1293696,589554
1293696,140862
1293696,2323997
3618,3618
3618,17006
3618,3618
3618,1041575
3618,74896
3618,74897
3618,74898
17006,3618
17006,17006
17006,1441472
17006,1441473
17006,25256
17006,78995
17006,16971
100927,144517
100927,100927
100927,234624
100927,144517
100927,100927
100927,234624
100927,99812
100927,104093
100927,144764
100927,105210
100927,37839
100927,99812
100927,99811
100927,144517
100927,231169
100927,144515
100927,144517
100927,234665
234624,144517
234624,100927
234624,234624
234624,144517
234624,100927
234624,234624
234624,144517
234624,37559
234624,144517
234624,234665
106058,144517
106058,106058
106058,1023528
106058,99812
106058,144517
106058,238910
1023528,144517
1023528,106058
1023528,1023528
99812,99812
99812,99811
99812,144517
99812,99812
99812,144517
99812,238910
99812,99812
99812,104093
99812,144764
99812,99812
99812,144517
238910,99812
238910,144517
238910,238910
234665,144517
234665,234665
234665,66676
234665,125222
234665,144517
234665,106058
234665,1023528
234665,230884
234665,144517
234665,1025586
99811,99812
99811,99811
99811,144517
99811,99811
99811,21542
144515,231169
144515,144515
144515,1441472
144515,1441473
144515,1090395
144515,1090396
144515,144517
104093,99812
104093,104093
104093,144764
144764,99812
144764,104093
144764,144764
144764,99812
144764,99811
144764,144517
144764,31384
144764,958
144764,1089049
144764,99812
144764,144517
144764,231170
144764,31694
144764,231169
144764,144517
144764,234665
234644,234644
234644,2137603
234644,231169
234644,231170
234644,97644
2137603,234644
2137603,2137603
29395,29395
29395,36388
29395,14821
29395,29395
29395,33828
29395,18546
29395,29395
29395,35668
29395,26155
29395,10254
29395,16309
33828,14821
33828,29395
33828,33828
64846,979068
64846,64846
64846,4364
64846,145414
64846,64846
64846,233585
64846,64846
64846,1668830
64846,2319
64846,4812
64846,24974
1668830,64846
1668830,1668830
231031,1035344
231031,1035345
231031,231031
231031,71524
231031,1060751
231031,231031
231031,231956
231031,103528
231031,1019755
105152,105152
105152,20118
105152,66676
20118,105152
20118,20118
20118,66676
19615,103520
19615,19615
19615,66676
19615,10459
19615,19610
19615,19611
19615,5442
937012,31694
937012,937012
1552110,1288492
1552110,1552110
2051025,1288492
2051025,2051025
1690110,1690110
1690110,1672464
1690110,1690110
1690110,1996465
1690110,1288492
1690110,2051025
1996465,1508465
1996465,1996465
1996465,1487363
1996465,1690110
1996465,1996465
1996465,1508465
1996465,2050994
1996465,1690110
1996465,1672464
1508465,1508465
1508465,1996465
1508465,1487363
1508465,1508465
1508465,2050994
1508465,1690110
1508465,1672464
1508465,1288492
1487363,1508465
1487363,1996465
1487363,1487363
2050994,1508465
2050994,2050994
2050994,1508465
2050994,1996465
2050994,1487363
1672464,1690110
1672464,1672464
1672464,1246472
1672464,206112
60003,60003
60003,75175
21028,21028
21028,74245
74245,21028
74245,74245
2333410,980
2333410,2333410
2333410,1141893
2333410,59538
2333410,1179492
2333410,1567897
2333410,2076830
53464,53464
53464,53461
53464,25780
53464,99194
53464,11128
53464,30832
53461,53464
53461,53461
53461,25780
25780,53464
25780,53461
25780,25780
25780,28256
25780,25780
25780,24366
25780,20030
25780,27643
2190384,1233
2190384,2190384
25836,3982
25836,25836
25836,13526
25836,15566
243939,98082
243939,243939
243939,98080
98080,98082
98080,243939
98080,98080
1872597,1872597
1872597,1872598
1872598,1872597
1872598,1872598
20197,20795
20197,20197
10500,10500
10500,20795
10500,17882
10500,10500
10500,1308800
10500,77007
10500,4275
10500,136761
10500,544269
20789,20789
20789,20556
20789,15397
20789,18565
20789,3783
20556,20556
20556,1037397
20556,20789
20556,20556
20556,10934
20556,136495
223975,223975
223975,583639
583639,223975
583639,583639
583639,1082377
583639,1082378
583639,1082379
228704,228704
228704,29092
228704,126579
228704,228704
228704,131664
126579,228704
126579,29092
126579,126579
50762,50762
50762,81481
219189,219189
219189,23626
219189,214725
219189,192
219189,73030
214725,219189
214725,23626
214725,214725
2652100,23626
2652100,2652100
223120,223120
223120,223121
223120,223122
223121,223120
223121,223121
223121,223122
223122,223120
223122,223121
223122,223122
593066,103762
593066,593066
593066,130896
593066,593066
593066,103762
593066,593066
593066,103762
593066,130896
130896,103762
130896,130896
130896,103762
130896,593066
130896,130896
130896,103762
130896,593066
130896,103762
130896,1088666
130896,1515687
549976,103762
549976,549976
92863,92858
92863,92863
92863,1119873
1119873,92858
1119873,92863
1119873,1119873
1119873,92858
1119873,1119873
2910566,929234
2910566,2910566
37221,37221
37221,74296
37221,37221
37221,74296
37221,7073
37221,27991
37221,1978
37221,26473
37221,216108
37221,189761
37221,1250
37221,10730
37221,89670
37221,78057
37221,1542852
37221,1542849
74296,37221
74296,74296
74296,37221
74296,74296
74296,7073
74296,27991
74296,216108
74296,189761
74296,1250
74296,10730
74296,89670
74296,78057
74296,1542852
74296,1542849
1572461,21457
1572461,1572461
1572461,1352731
1352731,21457
1352731,1572461
1352731,1352731
1181522,21457
1181522,1181522
1181522,2257206
1181522,21457
1181522,1181521
1181522,21457
1181522,1181521
2257206,21457
2257206,1181522
2257206,2257206
76136,76136
76136,76135
76136,21457
76136,76136
76136,1487
76136,72861
76136,76143
76136,951198
76136,67273
76136,29408
76136,87255
76136,10594
76136,76141
12949,21457
12949,12949
12949,62644
12949,32362
1181521,21457
1181521,1181521
1181521,21457
1181521,1181521
1181521,21457
1181521,1181522
1181521,2257206
119076,21457
119076,119076
1351831,21457
1351831,1351831
1351831,21457
1351831,12949
1351831,62644
1351831,32362
2383391,21457
2383391,2383391
936089,936089
936089,21457
2983,2983
2983,1320609
2983,141354
2983,2983
2983,1071619
2983,229915
2983,2983
2983,27762
2983,2983
2983,557862
2983,2983
2983,71580
2983,116
2983,1247
141354,2983
141354,1320609
141354,141354
141354,103351
141354,174745
141354,52888
1488056,1488056
1488056,31739
1189408,1189408
1189408,1199450
1189408,1168435
1199450,1189408
1199450,1199450
1199450,1168435
1168435,1189408
1168435,1199450
1168435,1168435
1168435,1200805
1168435,1170197
1168435,1168435
1314555,1314555
1314555,172705
1281705,1459
1281705,1281705
1281705,1179599
1179599,1459
1179599,1281705
1179599,1179599
1179599,1428
1179599,1430
1179599,1428
1179599,1430
1179599,1428
1179599,1430
87459,87459
87459,89725
87459,95311
87459,85848
87459,87459
87459,74874
95311,87459
95311,89725
95311,95311
95311,20365
95311,18802
95311,33003
95311,104728
95311,9067
95311,24937
95311,143406
95311,8727
29031,29031
29031,84129
29031,89725
84129,29031
84129,84129
84129,89725
120704,120704
120704,140081
120704,33178
120704,87685
120704,99749
120704,13824
140081,120704
140081,140081
140081,33178
33178,120704
33178,140081
33178,33178
33178,1194441
33178,1270995
33178,97182
33178,14562
33178,46711
33178,34742
33178,148843
33178,13819
33178,12147
33178,14450
33178,72059
33178,14965
33178,97283
33178,13298
33178,87685
33178,9070
33178,88870
33178,30210
33178,854
33178,4113
142689,95956
142689,142689
142689,95953
142689,86612
142689,142689
142689,575662
95953,95956
95953,142689
95953,95953
95953,143595
95953,234503
95953,1042447
47754,47754
47754,96176
96176,47754
96176,96176
96176,47513
96176,1213421
61109,146253
61109,61109
61109,589193
61109,589194
61109,89799
61109,1234767
61109,9778
61109,1225299
61109,21037
61109,1609110
61109,53258
61109,21411
61109,1405629
61109,1405630
61109,1405631
61109,1052866
61109,1123835
61109,1136134
14902,14902
14902,67704
14902,14902
14902,27136
14902,200920
14902,175756
14902,14902
14902,11084
14902,27964
14902,100372
14902,1222953
67704,14902
67704,67704
3196,3196
3196,579545
3196,579546
3196,579547
1115,34715
1115,1115
1115,211521
211521,34715
211521,1115
211521,211521
211521,76944
211521,15576
211521,2598
144077,195929
144077,144077
144077,2393
144077,56896
144077,1753
33399,37058
33399,33399
33399,20282
33399,18345
33399,11084
33399,8790
33399,8891
33399,2231
33399,139
20282,37058
20282,33399
20282,20282
1055230,1055230
1055230,71083
1055230,1055230
1055230,37058
1055230,34546
1055230,115679
1055230,104795
81250,81248
81250,81249
81250,81250
81250,81248
81250,81249
81250,81250
81250,81248
81250,81249
81250,81250
81250,81248
81250,81249
81250,81248
81250,81249
81250,81248
13950,13950
13950,109205
13950,108534
13950,229
109205,13950
109205,109205
97171,97171
97171,13327
97171,14264
97171,26690
97171,79361
97171,2964
13327,97171
13327,13327
13327,14264
13327,70718
13327,18998
13327,78899
13327,3463
13327,116
13327,72855
13327,94959
33267,76379
33267,33267
33267,102514
33267,76379
33267,33267
33267,102514
102514,76379
102514,33267
102514,102514
102514,76379
102514,33267
102514,102514
25641,25641
25641,124513
25641,32161
25641,8398
25641,214700
32161,25641
32161,124513
32161,32161
32161,477
32161,11854
186061,186061
186061,21618
186061,1222210
186061,18616
186061,137108
186061,22810
21618,186061
21618,21618
21618,1222210
21618,57905
21618,9274
1222210,186061
1222210,21618
1222210,1222210
7164,3490
7164,7164
7164,380
7164,4517
7164,14702
7164,11477
7164,380
7164,4517
7164,380
7164,4430
7164,4517
1220981,6637
1220981,1220981
213619,213619
213619,278354
213619,127110
213619,1241212
213619,132224
127110,91705
127110,213617
127110,127110
127110,213619
127110,278354
127110,127110
127110,228057
127110,557997
9125,656
9125,9125
9125,1156430
9125,6637
9125,1220981
9125,16273
9125,26672
9125,16697
1156430,656
1156430,9125
1156430,1156430
47590,656
47590,47590
47590,199725
47590,41958
47590,11131
135025,135025
135025,19590
135025,20327
135025,135025
135025,33516
135025,238286
135025,1168511
20327,135025
20327,19590
20327,20327
20327,2547533
20327,2547534
20327,91873
20327,233695
20327,73139
107531,107531
107531,589923
107531,107531
107531,43662
107531,1157716
107531,33515
107531,91869
43662,107531
43662,43662
43662,33515
43662,122991
23987,76933
23987,23987
23987,76933
23987,23987
1253783,1253783
1253783,589222
589222,589222
589222,46624
589222,1489564
589222,121752
589222,589222
589222,9671
589222,1253783
589222,589222
589222,74861
589222,145929
237363,84046
237363,237363
237363,100766
237363,100765
237363,85005
237363,237363
237363,1331599
237363,1105808
100766,20707
100766,100766
100766,1015972
100766,100764
100766,100765
100766,100766
100766,84046
100766,237363
100766,100766
127892,127892
127892,559413
127892,12670
127892,110058
127892,556782
559413,127892
559413,559413
559413,79461
559413,68704
559413,1417538
559413,588403
58604,58604
58604,1157849
58604,79461
58604,9190
58604,1253237
58604,121752
58604,589222
58604,9671
58604,224405
58604,72202
58604,27788
58604,572018
58604,78350
58604,144418
79461,79461
79461,68704
79461,1417538
79461,58604
79461,1157849
79461,79461
1245094,1325962
1245094,1245094
1245094,1247771
1245094,149894
1245094,1245094
1245094,992869
1245094,222350
1245094,1245094
1245094,1325962
1245094,225603
1245094,227611
1245094,149894
1245094,555099
1245094,93801
1245094,221773
1245094,19588
1247771,1325962
1247771,1245094
1247771,1247771
149894,149894
149894,90135
149894,1224288
149894,149894
149894,1221114
149894,1251017
149894,149894
149894,1245094
149894,992869
149894,149894
149894,1224288
149894,149894
149894,1224288
149894,1221114
149894,149894
149894,1256603
149894,221773
149894,1325962
149894,225603
149894,227611
149894,1325958
149894,1072774
149894,1325962
149894,1245094
149894,1247771
149894,1072774
149894,2194388
149894,2109360
149894,1255487
149894,555099
149894,93801
149894,9705
149894,555099
149894,1835721
149894,19588
992869,992869
992869,1254052
992869,65438
992869,992869
992869,83928
992869,149894
992869,1245094
992869,992869
992869,149894
992869,1325962
992869,225603
992869,227611
992869,1325962
992869,1245094
992869,1247771
992869,1256603
992869,221773
992869,1325958
992869,1072774
992869,2194388
992869,2109360
992869,1255487
1246422,1246422
1246422,221772
1246422,9721
1246422,122647
1246422,1221877
221772,1246422
221772,221772
115303,115303
115303,40331
40331,40331
40331,23988
40331,115303
40331,40331
40331,144655
40331,83928
40331,142704
40331,23988
90135,90135
90135,221773
90135,90135
90135,221773
90135,149894
90135,90135
90135,1224288
90135,1245089
90135,90135
90135,1245089
90135,90135
90135,149894
90135,1224288
90135,149894
90135,1224288
90135,93801
90135,1239110
90135,149894
90135,1245094
90135,992869
90135,1325962
90135,225603
90135,227611
90135,1325962
90135,1245094
90135,1247771
90135,149894
1224288,1224288
1224288,1249310
1224288,1224288
1224288,1256603
1224288,149894
1224288,90135
1224288,1224288
1224288,149894
1224288,1224288
1224288,149894
1224288,1224288
1224288,1851483
1224288,1780773
1224288,555099
1224288,220714
1224288,19588
1224288,221773
1224288,936275
1277692,1277692
1277692,1277693
1277692,227611
1277692,1277692
1277692,1257073
1277692,133656
1256603,1256603
1256603,1563442
1256603,119145
1256603,1256603
1256603,221773
1256603,1224288
1256603,1256603
1256603,227611
1256603,1256603
1256603,555099
1256603,220714
82869,82869
82869,128039
82869,237114
82869,1006012
82869,133512
82869,974738
82869,999725
82869,145396
82869,230660
128039,82869
128039,128039
128039,237114
128039,239044
128039,128039
237114,82869
237114,128039
237114,237114
237114,2906998
237114,1149337
237114,2763872
237114,82396
237114,31079
132765,95345
132765,132765
132765,72605
132765,73427
132765,118982
132765,132765
132765,95345
132765,1006012
72605,21503
72605,72605
72605,1223471
72605,95345
72605,132765
72605,72605
72605,107963
72605,72605
72605,1223472
72605,33728
72605,73427
72605,118982
72605,132765
390407,390407
390407,95345
390407,142494
142494,390407
142494,95345
142494,142494
142494,119241
142494,83526
222963,95345
222963,222963
222963,95345
222963,222963
584323,584323
584323,81277
584323,390407
584323,95345
584323,142494
81277,584323
81277,81277
81277,228560
81277,118703
81277,82963
81277,95345
81277,132765
81277,72605
81277,95345
81277,1006012
142479,142479
142479,1335593
142479,1671567
142479,1006012
142479,142479
142479,1335593
1335593,142479
1335593,1335593
1335593,1671567
1335593,1006012
1335593,142479
1335593,1335593
133512,1006012
133512,133512
133512,974738
133512,1006012
133512,133512
133512,1223472
133512,1253783
133512,589222
1223472,1223472
1223472,33728
1223472,1006012
1223472,133512
1223472,1223472
1223472,21503
1223472,72605
1223472,1223471
1223472,72607
1223472,1253834
117464,1006012
117464,117464
140103,140103
140103,1063882
140103,1197631
1063882,140103
1063882,1063882
1063882,1197631
1063882,123381
1063882,142485
1063882,1063882
1197631,140103
1197631,1063882
1197631,1197631
1516266,1516266
1516266,1700131
1516266,2541
1516266,1516266
1516266,1015822
1516266,2053795
1516266,1248340
1516266,90567
589923,107531
589923,589923
589923,224406
589923,1078003
589923,1078004
589923,76933
589923,231364
1251249,121716
1251249,1251249
1251249,120923
120923,120923
120923,84725
120923,1107263
120923,120923
120923,144949
120923,79037
120923,120923
120923,225739
120923,121716
120923,1251249
120923,120923
120923,124484
120923,120922
120923,120923
120923,124484
120923,120922
120923,120923
120923,58662
120923,70210
120923,84621
120923,33516
120923,1955838
1454976,1454976
1454976,1168934
1454976,18056
1454976,104522
1454976,1018944
1168934,1454976
1168934,1168934
1168934,58662
1168934,70210
68411,76976
68411,68411
68411,33728
68411,33731
68411,33732
68411,70131
68411,85307
68411,213495
68411,33135
68411,134307
68411,95504
68411,584323
68411,81277
68411,70324
68411,33764
68411,95345
68411,222963
68411,95345
68411,222963
68411,213495
68411,131202
68411,213496
33135,33135
33135,95504
33135,131012
33135,33135
33135,134307
33135,95504
33135,33135
33135,33728
33135,139366
33135,33135
33135,24551
33135,224666
33135,533325
33135,1182592
33135,224666
33135,533325
33135,1122585
33135,224666
33135,107963
33135,533325
33135,70131
33135,85307
33135,134384
33135,213495
33135,131202
33135,213496
33135,224666
33135,533325
33135,1032682
33135,7450
33135,33764
33135,70626
33135,224666
33135,533325
33135,1174071
33135,224666
33135,533325
33135,552578
33135,224666
33135,533325
33135,150378
33135,224666
33135,533325
33135,72392
33728,33728
33728,33731
33728,33732
33728,33731
33728,33728
33728,97203
33728,33135
33728,33728
33728,139366
33728,1223472
33728,33728
33728,97209
33728,1076386
33728,1071444
33728,551776
33728,1132427
139366,134829
139366,139366
139366,100764
139366,33135
139366,33728
139366,139366
139366,1102681
139366,1316830
139366,1200137
139366,1471195
139366,150306
1357457,19857
1357457,1357457
110500,110500
110500,87644
110500,33134
33134,1257197
33134,33134
33134,554405
33134,1257197
33134,33134
33134,1127441
33134,1177942
33134,33134
33134,1369100
33134,110500
33134,87644
33134,33134
33134,58593
33134,100765
33134,125078
33134,1006012
33134,233695
553939,553939
553939,87644
553939,1369117
553939,96477
553939,2541
1369117,553939
1369117,87644
1369117,1369117
127224,127224
127224,87644
127224,228079
127224,93995
127224,137028
127224,79461
127224,68704
127224,1417538
127224,553939
127224,87644
127224,1369117
127224,134829
127224,139366
127224,100764
228079,228079
228079,228080
228079,228079
228079,93995
228079,137028
93995,228079
93995,93995
93995,137028
93995,1105808
93995,93995
137028,228079
137028,93995
137028,137028
137028,79037
137028,120923
137028,225739
137028,1098600
137028,1030277
137028,1076363
137028,549815
137028,1233919
137028,1211033
137028,588403
137028,58596
137028,13280
7370,7370
7370,7372
7370,76871
7370,7370
7370,380973
7370,963544
7370,7370
7370,76857
7370,7370
7370,941030
7370,7376
7370,7368
7370,1043869
7372,7370
7372,7372
7372,76871
7372,100573
7372,38765
7372,975334
7372,162072
7372,2115766
76871,7370
76871,7372
76871,76871
64440,64440
64440,543159
64440,543160
64440,122503
64440,64440
64440,121394
64440,116783
64440,64440
64440,148285
148285,80754
148285,148285
148285,4994
148285,116783
148285,64440
148285,148285
72607,72607
72607,1253834
72607,72607
72607,36074
72607,224664
72607,72607
72607,70131
72607,70132
72607,70133
72607,118408
72607,25461
72607,552656
1255308,1229895
1255308,1255308
1255308,129827
1255308,1105808
1255308,1255308
1255308,585211
1255308,107573
1255308,235241
1255308,52710
225739,79037
225739,120923
225739,225739
45999,104522
45999,45999
45999,1054260
1054260,104522
1054260,45999
1054260,1054260
1054260,18056
1054260,104522
1054260,1018944
1018944,18056
1018944,104522
1018944,1018944
1018944,119241
1018944,83526
1018944,104522
1018944,45999
1018944,1054260
1018944,104522
1018944,119241
72932,104522
72932,72932
97209,97209
97209,1076386
1076386,97209
1076386,1076386
131202,213495
131202,131202
131202,213496
131202,131202
131202,108018
131202,108024
131202,122829
131202,33135
131202,33728
131202,139366
131202,73427
131202,118982
131202,132765
213496,213495
213496,131202
213496,213496
25638,25638
25638,1931073
25638,1931074
25638,978
25638,1804409
25638,1680293
1931073,25638
1931073,1931073
1931073,1931074
1931074,25638
1931074,1931073
1931074,1931074
230531,72390
230531,230531
230531,945639
230531,7454
150384,136874
150384,150384
150384,1273701
150384,72390
150384,150384
213473,108024
213473,213473
213473,118703
213473,108024
213473,213473
213473,1469883
213473,72390
213473,213473
945639,945639
945639,7454
945639,72390
945639,945638
7454,7450
7454,7454
7454,96552
7454,945639
7454,7454
7454,227631
7454,1167378
7454,20830
7454,7450
7454,7451
7454,7453
7454,7450
7454,7453
7454,20828
7454,7450
7454,33761
7454,7453
7454,34375
7454,34376
7454,7450
7454,70131
7454,34374
7454,70131
7454,85307
7454,1132431
70626,82898
70626,70626
70626,9707
70626,7450
70626,33764
70626,70626
70626,1247418
70626,13256
70626,90159
70626,811254
70626,70627
70626,58664
70626,84028
70626,27779
70626,3899
70626,55784
70626,13280
70626,7450
70626,70131
70626,34374
7451,7450
7451,7451
7451,7453
7451,7451
7451,108021
7451,97210
7451,7451
96552,7450
96552,7454
96552,96552
96552,33728
96552,33731
96552,33732
96552,7450
96552,70131
96552,70324
96552,7453
96552,34375
96552,34376
96552,7450
96552,7453
96552,7450
96552,7453
96552,20828
96552,7450
96552,70131
96552,70811
96552,213504
96552,70324
96552,227079
96552,227541
96552,142469
96552,7450
96552,33764
96552,70626
96552,7450
96552,70131
96552,34374
33761,33761
33761,136354
33761,134387
33761,33761
33761,25466
33761,123854
33761,7450
33761,33761
33761,7453
33761,227631
33761,1882513
33761,33761
33761,7450
33761,70131
33761,70811
33761,97207
33761,213504
24551,24551
24551,122429
24551,34374
24551,24551
24551,134399
24551,134263
24551,33135
24551,24551
24551,7451
24551,108021
24551,7450
24551,33764
24551,70626
134399,24551
134399,134399
134399,134263
134399,227631
134399,1167378
134399,20830
134399,72390
134399,230531
134263,134354
134263,134263
134263,1583399
134263,24551
134263,134399
134263,134263
134263,33728
134263,33731
134263,33732
134263,134256
134263,548040
134263,24551
134263,122429
134263,34374
134263,128022
134263,1660895
134256,134256
134256,548040
134256,134368
134256,227541
134256,97207
134256,213504
548040,134256
548040,548040
548040,70131
548040,85307
548040,134384
1733862,70324
1733862,1733862
227079,213504
227079,70324
227079,227079
227079,70131
227079,85307
227079,1132431
227079,136874
227079,1738903
227079,555631
122429,24551
122429,122429
122429,34374
134307,33135
134307,134307
134307,95504
134307,33135
134307,33728
134307,139366
95504,33135
95504,95504
95504,131012
95504,33135
95504,134307
95504,95504
241839,213504
241839,33764
241839,241839
241839,1502347
241839,241839
241839,107963
241839,72605
241839,213504
241839,70324
241839,227079
97207,97207
97207,213504
108021,7451
108021,108021
13251,13251
13251,131203
13251,7450
13251,70131
13251,34374
13251,70324
13251,33764
13251,76975
13251,213464
13251,97629
34375,7453
34375,34375
34375,34376
34375,230532
34375,125077
34375,118993
34375,142472
34375,108024
34375,228560
34375,213495
34375,131202
34375,213496
34376,34376
34376,230532
34376,7453
34376,34375
34376,34376
34376,119243
34376,228560
34376,119243
34376,227631
34376,72607
34376,1253834
34376,70131
34376,85307
34376,134384
1122585,224666
1122585,533325
1122585,1122585
111948,111948
111948,80704
111948,128024
111948,125078
111948,150033
111948,1274817
80704,80704
80704,1200210
80704,80704
80704,73427
80704,25461
80704,111948
80704,80704
80704,128024
128024,128024
128024,1170594
128024,111948
128024,80704
128024,128024
128024,1006012
128024,133512
128024,974738
1182592,224666
1182592,533325
1182592,1182592
1182592,224666
1182592,533325
1182592,1122585
1182592,224666
1182592,533325
1182592,72392
128022,128022
128022,1660895
128022,50656
128022,128022
128022,150308
128022,1786822
128022,128022
128022,1660895
1660895,128022
1660895,1660895
1660895,50656
1660895,160929
1660895,1660895
1660895,128022
1660895,1660895
50656,128022
50656,1660895
50656,50656
50656,70131
50656,85307
50656,134384
50656,76976
50656,68411
50656,2763872
50656,82396
50656,31079
50656,82869
50656,128039
50656,237114
50656,70131
50656,85307
50656,1132431
58662,58662
58662,122193
58662,58662
58662,70210
58662,11389
58662,69033
58662,3122
58662,116783
58662,64440
58662,148285
58662,1084911
58662,1348015
58662,76931
58662,1129267
58662,33515
58662,1192040
58662,146785
58662,12670
58662,110058
58662,556782
1174071,224666
1174071,533325
1174071,1174071
1174071,224666
1174071,533325
1174071,552578
1174071,224666
1174071,533325
1174071,72392
1174071,224666
1174071,533325
1174071,1182592
1174071,224666
1174071,533325
1174071,111691
1174071,224666
1174071,533325
1174071,150378
1174071,224666
1174071,533325
1174071,1032682
1174071,224666
1174071,533325
1174071,1122585
1174071,1006012
1174071,133512
1174071,1223472
72392,224666
72392,533325
72392,72392
107963,224666
107963,107963
107963,533325
107963,107963
107963,72605
107963,142485
107963,136874
107963,107963
107963,224666
107963,533325
107963,111691
107963,224666
107963,533325
107963,552578
552578,224666
552578,533325
552578,552578
552578,224666
552578,533325
552578,150378
552578,224666
552578,533325
552578,1032682
