id,name
1063,Lorraine Baines
2090,Col. Dax
14562,Cpl. Philippe Paris
14563,Gen. George Broulard
532942,Himself
2106740,Himself
87131,himself
57906,himself
130281,Himself (archive footage)
555682,Narrator
418,Sam Brown
34485,Buckley Clarke
8689,Lieutenant Marks
21848,Lilly Harper
31140,Susan Wallace
76495,Herself
76496,Herself
1448504,Guitar
1448505,Bass
931162,Self
131519,Self
1305687,Self
1338269,Self
2550161,Performer
1965505,Performer
3064,Callum Macfarlane
225692,Richard Hillary
95791,Herself
81372,Nat 'King' Cole
951198,Himself
2086484,
2086489,
41729,Eva
6864,Gas Station Clerk
1352662,Melanie
1546605,Chase
1445943,Scarlett
20376,Andy
2381755,himself
10401,Eleanor Gehrig
119485,Joe McCarthy
3910,Mildred Hayes
6807,Jason Dixon
116152,Backing Vocals
264374,Backing Vocals
6541,Himself
6837,Frank Walsh
110068,Himself
1214638,Mary's Mother
5698,Cora Peek
11870,Kate
1133658,Himself
1028353,Himself
9572,Altona
51546,Deacon Wilkes
83779,Himself
12446,Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove
862,General "Buck" Turgidson
3088,Brigadier General Jack D. Ripper
556097,Himself
1847836,Himself
1869276,Herself
1428067,Xander DeWitt
2193756,Cara Jean
21163,Harvey Birdman (voice)
113916,Freddy Flintstone / Clyde
201598,Wilma Slaghoople
2875734,
2875735,
1254526,
34735,Blondie Bumstead (voice)
19545,Mr. Beasley / Herb Woodley (voice)
61983,Nermal (voice)
1692742,Beetle Bailey (voice)
106102,Sgt. Snorkel (voice)
15827,Aladdin (voice)
15829,Jasmine (voice)
198,Genie (voice)
60257,Glow Worm (voice)
60258,Fly (voice)
24937,Narrator / Ichabod Crane / Brom Bones (voice) (archive footage)
78076,Mickey Mouse / Prince (voice) (archive footage)
571562,Cornfield Clem / Abner (voice)
42335,Cathy Andrews (voice)
43125,Irving (voice)
963818,Sergey Plotnikov (voice)
69597,Hillary (voice)
12659,Troll (voice)
19546,Duke
88622,Scarlett
2078614,Cobra Commander
27811,Bruce Wayne  (voice) / Batman (voice)
42160,Carrie Kelley  (voice) / Robin (voice)
56930,Commissioner James Gordon (voice)
1211888,
170543,
6471,Mafioso
2298926,Warren
96074,
1665140,
2209385,Himself
2263686,Himself
1848999,Himself
1945960,Himself
1989606,Himself
584562,Himself
1989607,Himself
54728,Mr. Neighbor/Jim
1488952,Ms. Lady/Nurse Mary/Patient 1
4765,Marcus
18345,Lottie
50095,Dipper Pines (voice)
109869,Mabel Pines (voice)
1254995,Grunkle Stan / Soos / Bill Cipher / Fiddleford Hadron "Old Man" McGucket / Additional Voices (voice)
150992,Himself
150993,Himself
3186,Himself
1483967,The Cat
1291790,Himself
2228,Himself
69679,Einar Örn Benediktsson
83737,Playstation Alien Girl
1344098,Security Guard
18977,Self
9290,
89799,
1134299,Himself
93045,
1144915,Himself
1357858,Himself
1357859,Himself
67950,
7172,James Brown
184306,
1228004,
85930,
90388,
6941,Herself
12073,Himself
549617,
219176,
1846217,Himself
1003231,Gørild Mauseth
70417,Headmaster
83966,
72590,
58596,Tetsuhiko Toma
66155,Shima Yusaku
125704,Ogawa Akemi
105403,Hanada Kin'ya
999725,Motosada Tamura
145396,Mustafa / Murat
230660,Haru / Harumi
1291961,Andric
1332746,Sean
61441,Himself
56584,Himself
56585,
78840,
110392,Himself
16832,Himself
5695,Judah Lazarus
59784,Rocko / Spunky / Gordon / Mitch (voice)
1303090,Bee
45416,Deckard / Police Officer
1504903,Miles Callisto
1540483,Loretta Callisto
40680,Medusa
3138,Taffy
1534,Andy
143346,Bloo / Host / Friend #4
5727,Korgoth / Henchman #1 (voice)
1215086,Gog-Ma-Gogg (voice)
204131,Finn the Human (voice)
31531,Jake the Dog (voice)
63373,Mac (voice)
89042,Wanda / Mrs. Turner / Tour Guide / Waitress / Turbo Mom (voice)
31162,Cosmo / Mr. Turner / Jorgen Von Strangle / Cop / Eliminator #8 / Turbo Dad (voice)
1770633,Paul Chuckle
280,Himself
10713,Himself
10722,Various
55643,Sybil Fawlty / herself
29802,
117555,
1955835,
16273,Lucentio
26672,Tranio
16697,Baptista
44865,The Doctor
20116,Romana II
23629,Himself
2536,Himself
15033,Himself
65568,The Old Man
19488,Mom
58369,
86310,
77019,Yogi Bear (voice)
190315,Boo-Boo / Tree (voices)
34478,Donald Duck (voice)
94037,
628,Himself
1186197,Self (as Stephen Alpert)
53519,Himself & various characters
1923,Taxi Driver
67026,Joan la Pucelle
3672,Queen Margaret
91280,Himself / Narrator
100097,Critic
118545,Willa
85139,Matt
1418115,Abby
41686,Host
1215539,Host
19185,Host
74353,Host
2412016,(voice)
186529,(voice)
53396,Himself
59315,Sunshine
2388,Cmdr. William Riker
1337780,Min-chul
1336804,Kang-sik
123820,Kwon Soon-tae
1020859,Kim Pan-soo
25004,
75912,Park Cheo-won
75913,Prosecutor Choi Hwan
84996,Han Byung-yong
24366,Alfredo
20030,Salvatore (adult)
27643,Salvatore (teen)
1224964,
5418,Hubert
5419,Saïd
89626,Malik
147041,Guillaume
1145353,Chanteuse jazz
19163,Marianne
545017,
121732,
3753,
1385600,Marianne
68816,Héloïse
1442550,Sophie
1951,Isabelle Goodrow
204997,Amy Goodrow (as Hanna R. Hall)
21369,Natalie Britain
93527,Herself
45446,Anne Shirley
10559,Marilla Cuthbert
74276,Mary Breydon
133124,Matty Maginnis
112740,Joshua Greer
80111,Katy Greer
29020,
928959,Marie
167469,Curtis
107983,Debra Bryan
68122,Kevin Coates
231086,Prof. Davis
50998,Costello
36819,Spring Tyler
83128,William Ashton
27939,Lady Jane Grey
99461,Earl of Warwick
102858,Bess
975949,Agatha Poskett
140108,Charlotte Verrinder
382,Sidney plumber's mate
20053,Mr Blick the plumber
124874,Matron
39709,Gladys
41262,Mazella
1881957,Abraham Lincoln
11628,Young Lee Baumler
18649,Older Lee Baumler
1581,Rose Baumler
38581,Emily Jennings
6804,
69302,
65529,
13473,Genie of the Lamp / Genie of the Ring
4257,The Emperor
2054851,Johannes "Jojo" Betzler
1356758,Elsa Korr
14414,Himself
54470,Maria
113231,Colt Morgan
40477,Lennie
21315,Sonny
1926663,Samantha
1235957,Billy
8977,Tom Carr
16554,Howard Carr
1883593,Joel
1035856,Carrie
7056,Alison Porter
56101,Cliff Lewis
78334,Kristina Albinsson
1078613,Lucas
32203,Ben
137372,self
112491,self
544741,Bass
544738,Vocals Guitars
2227631,Himself
544739,Himself
235984,Guitars
1178812,Vincent Dooly
22125,Martin Wooderson
1654,Gilberte Doinel
1655,Julien Doinel
34266,
17497,Romain
7691,Caroline
26100,Alex
32364,Le colonel
24903,Le rédacteur en chef
21177,
41029,
1503265,Steve
1981,Kariha Ellsworth
20362,Carole Lombard
112972,Monsieur Rene
287378,Sally
2437,Victor Dubois
4110,Rick Blaine
4112,Victor Laszlo
11390,T.E. Lawrence
12248,Prince Feisal
51764,Gates Trimble Pomfret
30495,Archibald Spavin
35999,G.T. Benz
2808620,Riley
19664,Megan
110909,Duke
1071169,Poppaea
941850,The Professor
550530,Sally
939882,Lt. Somers
931245,Llewellyn Davies 'The Admiral'
20392,Johnny
247316,Jane
94157,Sabra
37448,David Vogel
37446,William "Bill" Stevens Chandler
129520,Connie Allenbury
13555,Bill Bailey
3362,Ruby Darling
95117,Elaine Talbart
827,Dudley Frapper
32915,Mimmina
29918,Therese
44079,Christina
12745,
47562,Herself (archive footage)
14730,Herself
37068,Oscar Blundell
400,Gloria Blundell
20162,Catharine Holly
2879,Doctor Cukrowicz
56867,Himself
1019545,Himself - Host
53818,Dame Agnes
47478,Dame Catherine
583437,
583438,
74715,Himself
59785,Himself
2739284,
931781,
90609,Guardian Angel Sweeney
87003,Dexter Pearlsley
655,Nick
1442592,Frank Dante
1808592,Peter/The King
70175,Tess/The Queen
58277,Herself
77897,Herself
162272,Rick Hunter
112917,Dee Dee McCall
164630,Roger Prescott
100362,Vito Anselmi
100363,Marcus Epstein
94927,Petal
98224,Ashleigh
99174,Jill
99175,Sara
99176,Pluto
52087,Nancy Pertinance
6678,Hank Parnell
12950,Paul R. Cameron
10412,Jean Cameron
44384,Ernst Murnau
1050292,Herself
1050293,Herself
1050294,Herself
44797,Max Keller
1434484,Okasa
83259,Augusta Terzi
585373,Police Prefect
11190,Himself / Reenactor
42416,Antonio Ricci
42417,Bruno Ricci
42419,Maria Ricci
1102427,Antonio Vivaldi
57144,Laura Padovan
378552,Sylvaine Morillon
120385,Lieutenant Saint-Jean
545690,Cécile
24477,L'Abbé Brissaud
1417038,Louis XVI
928148,Myriam
5119,Aurelie
1083,Henning Kracht
10246,Steffen Wenk
54291,
587142,
78124,
144302,Sophia
20945,
2417,
1599987,
44647,Tony
24363,Hubert Bonnisseur de la Bath
19646,Anna-Maria Sulza
2017818,Wolfgang
2017819,Krystyna
37723,Ercole
49898,Prince Milo
565447,Fanny
31896,Richard
1041410,Ella Harkins
80468,Mrs. Monday
883,Eric Gaines
71240,
2072459,Aaron
1316441,Brandon Cobb
1904977,Squirrel
1898,Henry Wood
66524,Temp
159454,Dom McMillian
30861,Storyteller
186611,Miss Make Do
5938,Stephano
112641,Caliban
9850,Sprecher
1255425,Himself
209969,Herself
1231648,Timothy Osborn
95276,Sgt. Martin Wrenn
222574,The Lady
1064925,Charles
33003,Joseph Phineas 'Joe' Stevens
104728,Dorothy Mason
29578,Archduke Rudolf von Hapsburg
117499,Elena King
1031249,Ben
1564691,Dani
469759,Sarah
34070,Kat
168877,
142858,
116771,
56366,Gabriel Tancredi
116278,Casper
31549,Samurai Jack
1214430,Star Butterfly (voice)
1478004,Marco Díaz (voice)
21088,King River / Ludo (voice)
43451,Sybille Loredo alias Victoria Brunswick
38720,Petra Wendt
48087,Simon Polt Gendarm
16782,Aloisia Habesam Gemischtwarenhändlerin
1542852,Himself
1542849,Himself
1542853,Herself
974169,
1098962,
1037368,Herself
145112,Himself
1670285,Himself
1591287,Guitar
1220077,Herself
107622,Himself
29813,Self (archive footage)
927869,
30814,Herself
14965,Lucy 'Tex' Warren
97283,Barbara Harrison
13298,Jim Tabor
17753,The Innkeeper (archive footage)
30212,'Happy' Cardigan
930692,Caroline Hall
12322,Frau Beckmann
12323,Elsie Beckmann
11534,Rina Korff
74,Walter König
51591,Kleinsilber
13268,As himself
14572,The ballerina
79084,Tony Markham
16028,Dr. Benjamin Michaels
41955,Daphne Adrian
12645,Old boy
1319037,Leo
10828,Himself
64057,Jeff
777,Michael
27993,Himself
2303860,Mushroom
13391,Leaves
20309,Himself (vocals acoustic guitar)
1893288,Himself
46392,
118421,Himself - Bass Double Bass Vocals
118422,Himself - Drums Vocals
1727636,Himself
228826,Himself
1020062,Himself
1918119,Bass
118602,SaxophonePercussion
107623,
118601,
46280,Himself
107618,Herself
1189209,Archival Footage
44549,Self
52139,
24357,Lois Griffin / additional
783,Composite Superman (voice)
76999,Woman
1476037,Young Nun
59860,Annabelle
84763,Tyler
1211653,Adolf Hitler (voice)
2492821,Miss Caprice (voice)
3926,Karol Wojtyla
229672,Bob (voice)
130977,Wendy (voice)
13919,Alex Jakoff
51813,Catherine Lucky McKay
231519,Himself - Guitar Harmonica Vocals
146234,Himself - Bass Guitar Vocals
559839,Himself - Flute Sax Guitar Keyboards Vocals
90587,himself
110560,himself
150218,Himself - Guitar
150232,As Himself - Bass
69545,Drums
68929,Herself (archive footage)
567196,Herself (archive footage)
1733,Lionel Dobie
884,Gregory Stark
1306149,Himself
1306150,Herself
1306121,Herself
1348516,Herself
23222,lead guitar
23221,rhythm guitar
1273250,
1273251,
1483,Himself
1046723,Herself
57824,Self
1226069,Herself - Subject
216268,Himself
1377088,Himself
1303280,
1271,Waiter (in "I See Your Smile")
1569458,
1771829,Herself
2114503,Herself
1828492,Herself
2542031,Himself
34971,
1317086,
1072976,Himself
1073001,Himself
111402,Richie Sambora
111404,David Bryan
111403,Himself
1047236,Herself
1249383,
217424,
35084,Johnny Hallyday
35931,Florent Pagny
83969,
1291810,
1532769,
1109331,
5442,Jules
1297494,
2562826,
1698446,Drums
77886,Himself
1140257,Adina
1140258,Belcore
1314764,Mimi
1499310,Musetta
1248656,Self - Soprano
1655504,Conductor
938939,Mimì
1248678,Conductor
114885,Herself
133209,Serenella
628316,Filippo Salimbeni
40165,contessa Corinna Salimbeni
17764,Milton Webster
16214,Ashley Totten
57686,Steve Johnson
32646,Tamala Davis
20493,Sophia Johnson
8727,Oliver Courtney
1585289,
1370,Chucky (voice)
7906,Jennifer Tilly/Tiffany (voice)
1329,Glen/Glenda (voice)
154669,Himself
154670,Himself
227014,
133858,
18293,Naomi Judd
156774,Wynonna Judd
557789,Backing Vocals
557790,Backing Vocals
1280503,Dancer
1282510,Dancer
1173226,Herself
1234635,Herself
39516,Himself
1041309,Himself
1041310,Himself
1179651,Alexander Hamilton
87932,Angelica Schuyler
146748,
77088,
129782,Trumpet
1129377,Piano
2744266,Master of Ceremonies
1858686,Himself
1846432,Himself
10934,
136495,Himself
1077068,Self
1133955,Self
137904,
84914,Himself
1069168,
135980,Himself
135981,Himself
135982,Himself
1160304,Self (archive footage)
1238740,Self (archive footage)
1278342,Self (archive footage)
103968,Leslee
44615,Raven
1847408,Himself
935594,Himself
240728,Himself (Piano Conductor)
2753,Judge Bruce Mallory Sullivan
7632,Nellie Romano
100318,Nick Romano
7124,Tony Wendice
7125,Mark Halliday
36897,Narrator (voice)
1346871,Himself
115252,Host
115251,Host
74336,
1853909,Erica
66526,Charles
90424,Himself
1214233,Himself
18261,Mrs. Gibbs
6753,Man in Auditorium
1214253,Himself (archive footage)
932721,Himself
39001,Hermoine
4789,Detective Sergeant Cooper
8436,Dr. Sarah Blakeney
47712,Charlie
56103,Receptionist
1212718,Uncle Albert
10983,Fitz / W. H. Auden
2334821,Himself
20011,Chris Kenyon
51377,Alan Chambers
24685,John Danbury
44716,Jean Searage
6614,Cal
61153,Sheriff Baker
58646,Miklo
58647,Cruz
4589,Paco
327,Sonny
550604,Larissa
5372,Mike
10558,Betty
152699,Dr. Lee
56595,Ruby
21532,Dave
940070,Fred Wimbush
37332,Narrator (voice)
1227864,Herself - Journalist
199999,Himself - Journalist
158837,Henry Prince of Wales
14371,Sir John Falstaff
1266016,
10690,Self
20810,Claire
53441,Maddy Hawkins
40046,
135553,
7402,Joyce Benderman
81690,Duke
226112,Lando
1869725,Sharon (as Natasha Malinsky)
96851,Tanion
1268156,Matthew Buckley
160253,Madge
1072271,Richard
14990,Gramma
44222,Sgt. Dan DeSousa
147400,Dr. Brenda Boone
147404,Dillon Johnson
2264908,Faith Turley
160343,Jimmy Hope
50807,Daddy Hogwood
21625,Bebe Stone
2714,Burns
80219,Shawn Spencer
122756,Burton Guster
225202,Narrator
148496,
68652,Cinderella
67228,Alice
79473,
71727,
31895,Ada
225140,Jésus
1011260,
15048,
16420,Tony Chappel
8231,Kate Todd
7631,Elizabeth Chappel
52951,Daphne Moon Crane
1041277,Jinx
1041278,Smudge
1041279,Sparky
69899,Georg
13636,Ilona
77018,Wendy Reed
1037398,Hiro
1722123,
12718,Charles Condomine
9880,Dashiell Hammett
351,Lillian Hellman
14103,Darrell
5367,Wesley
30151,Lamar Pike Sr.
432628,
76139,Self
946462,Gertrude
109488,Amethyst (voice)
1245726,Themselves
1292298,Himself
41689,Josey Finn
31550,Blanche Hudson
24811,Edwin Flagg
76974,Hal Samson Blake
30002,Zachary Hicks
36040,B.T. Williamson
40618,Three Bag Lady
4778,Ruda Dwyer
124309,John Reeves alias John Walton
134633,Tommy Hartland
35516,Koup Trenton
78439,James Cookman
65,Narrator (voice)
43975,Catherine McSweeney
9981,Jamie
1061491,
1061492,
73036,Gwen
24695,Catherine Gaits
18666,Parker Gaits
22461,Himself
98538,Himself
1041318,Himself
1041321,Himself
1041322,Himself
126471,Ben Taylor
64826,Kathleen Matthews
155864,Sunny Matthews
65020,Amanda Bentley-Livingston
89670,Self (archive footage)
78057,Self (archive footage)
1410492,Maya
60585,Jim
153783,Alec Ramsay
87461,Social Arranger
35475,Himself
37470,Herself
153458,Paul Cochran
1314108,Himself
18517,
101831,
232104,
93966,Narrator (voice)
1236806,Herself
93615,Alex
83105,Mrs. Lewis
1065869,Eric
62054,Pam Harris
21561,Alan Harris
780,Kurt Evans
1087584,Laura Evans
22411,Drums Piano Bhodhrán Vocals
22412,
1232357,Host
1610514,Herself
1429,Himself
1289529,Narrator
1229795,Himself
124240,Himself
64928,Himself
87496,Himself
2049,Rubén Blades
1504019,Vecina
145115,The Phantom
577640,Christine Daae
231674,Raoul Vicomte de Chagny
1694889,Basso elettrico
150905,
234815,
56004,
2987,
1153843,
1220206,Himself
64998,
2030076,
1675772,
1692795,
1600085,Celia
1600086,Orlando
1926,
1226678,
1617615,Emily
1834,Kate Minola
17328,Tim Agnew
193488,Himself
66441,Mary Bennet
10882,Jane Bennet
1251730,Chanteur
89809,Chanteur
1352367,
61011,Roy Orbison (Voice)
92912,Band
92913,Band
77944,Himself
77945,Himself
5788,Jake MacIllaney
87514,Dan Cabot
84874,Himself
109578,Himself
107210,synthesizer backing vocals lap steel guitar programming
52775,Linda Salerno
94622,Fr. Ralph O'Brien
1346771,Self
41820,Paige
205209,Calvin
88123,Girl
17838,Freddie Mercury
1220123,Brian May
1452045,Roger Taylor
129657,
2132292,
1915228,Bass Vocals
1915230,Drums
64838,Eileen O'Brien
30290,Jefferson Harper
2672260,Self
2141051,Self
2958326,The Dealer
1468396,Himself
84933,Herself
936039,Dancer
119589,Himself
8963,Susan Winters
58003,Larry
230705,Young Hassan
230739,Nora / Nadia
1233924,Nawal
83461,Rosalia Cefalù
34027,Angela
14812,Lidia
41779,Valentina Gherardini
16757,Antonietta
17580,Emanuele
37583,Antonio
6091,Oskar
582884,
24816,Alexandre
37175,Lily
44556,
590963,René Casti
78707,Ester Meucci
7542,Paolo
55794,Rosaria Schifani
1468163,agente Vito Schifani
76339,Marco
5077,Paola
21708,Gabriele Ingenis
30613,David
45982,Oreste Jacovacci
24379,Capitano Castelli
1922219,Herself
20882,Elena Pavinato
30832,Franco Simonini
28608,Sophie
33723,Floyd Delaney
1207975,Julie
41877,
235387,
35137,
82793,Serge Botelli
17752,Mary Hatch
14869,Daisy Heath
47439,Veta Louise Simmons
39601,Capt. Tom York
94097,Dakota Lil McCoy
85895,Columbus Smith
1457534,Dan Casey
87769,Doc Logan
1072174,
10341,Chris Bentley
15397,Philippe Gerbier
12267,Luc Jardie
34792,Joaquim
930771,Sebastião
236692,Barbara
1316865,Woman on the Barge
1269226,
1147007,Denis
1040128,Teacher
230213,Rodrigo
16314,Doña
309,
952,
555519,Bishop
132262,George Bradis
1578582,Matruch the photographer
1001903,
97691,Romeo
589554,
994268,Dolores Ibárruri
2782484,Himself
1725859,Himself
3483,El Loren
231956,Tadeo Fernández
103528,Cantante
1019755,Una extranjera
230884,Paco El Bajo
66816,Régula
579822,Nieves
142750,
142751,
1164263,Himself
83752,Big Removal Man
33448,Lady Constance Keeble
91431,Self
1046088,Self
1048013,Himself
1048014,Herself
98226,Nick
100359,Ashley
16938,Himself
27747,Ed Cooper
80579,Walter Majyk
55841,George 'Cotton' Shorter
119856,Elmo
1036843,Rod Davis
1351030,Hairy Chu
2628845,CJ Martin
119671,Luis Palau
1419359,Pat Palau
51965,
259016,
19487,Himself
33656,Self
39520,Self
2637813,Narrator
1414,himself
636,Self
547985,Self
175462,Keith Lemon / Marty McFly
1239621,Doc Brown
553520,Biff Tannen
244822,Idi Amin
44696,Dr. Michael Oloya
105310,Bob Astles
94751,Himself
12519,Betty Stuart
747,Catesby Jones
31508,Leslie Harmon
42657,Kam
27564,Ghen
26056,Aede
60414,
134698,
1074664,Herself
201660,Orlando
20510,Cymbeline
1230989,Posthumus
2071007,Murdo
2482,Tom
6168,White Rabbit
7004,Lowell Myers
6197,Ragoti
65002,Sally Rawlings
1575703,Harrison Bolding
57788,John Sunderlin
81307,James McDavid Hogg
2517086,The Player
151432,The Father
58319,The Swordsman
6774,Barry Layton
42174,Jenny O'Rourke
26163,Roger
39891,Pierre Jasmin
3783,Herself (archive footage)
1082380,
490786,
7693,Acting
21175,
81812,
20234,
4885,
56783,
1136943,
1702781,New Yorker
37600,Francine Smith (voice)
11856,Daniel Plainview
52565,Elizabeth
37287,Clare
269848,
54651,
2897867,Sam
36594,Shelly
77073,
22297,Himself
52792,Donna Summer
114470,Pamela Sutton
109492,Barney's Voice
109493,Barney's Costume
1272717,Crong (voice)
1272714,Eddy (voice)
2732098,Kraken
1841811,
56038,
1841812,
2065617,Himself - CA Federal Judge former US Attorney  (archive footage)
1351478,Himself - Deceased Mafia Godfather (archive footage)
40206,Sidney Shorr
106247,Eric
32791,Joe Quinlan
786,Art Hilliard
1019060,Fran
1565476,
1231873,
53429,Adrienne Chanel
207558,Ross Poldark / Himself
1390505,Francis Poldark / Himself
2441,Kazimir Malevich (voice)
15576,Vladimir Lenin (voice)
89155,Himself
225748,Himself
112035,Himself
1725875,Himself
1182652,himself
1182651,himself
206581,Himself - Vocals / Guitar
1220629,Presenter
13604,Himself
112940,Himself
84527,
928828,
1400290,vocals guitar bass
18632,
2030027,
2033613,
16866,
82806,Gavin
7061,Stacey
120931,Narrator (voice)
1164486,Himself (archive footage)
121003,Narrator
1234063,Self (archive footage)
10132,Pierre Trudeau
30609,Margaret Trudeau
237,Tim Ralfe
97884,Master of Ceremonies
1797181,Guitar
1797182,Guitar
57891,Himself
2209240,Bass
2426776,
141289,Himself
9316,Twiggy Ramirez
80892,Himself
80894,Himself
39121,himself
9070,Pete Pendleton
30003,Dorothy
940219,Huckleberry Finn
925500,Becky Thatcher
121018,Eddie Simpson
129521,Helen Martin
935921,Joan Clark
100253,Dusty Gardner
88727,Montana Smith
45152,Le Bris
19888,Louise
1642970,
55879,Host / Various
1233681,Various / Guest star
587415,
102137,
110472,Richmond Pearson Hobson Jr.
189896,Panhandle Phillips
180682,Robert McDaniels
2895896,Herself
63234,Herself / Beverly Goldberg
1258699,Himself / Adam Goldberg
120617,Molly
69395,Donnie
1951261,Zoey
2384667,Himself
1788397,Himself
173150,Monica
56950,Tess
12795,Jaime Lannister (voice)
81683,Himself
38951,Himself
1224617,Himself
1261400,Kielyr Cash
1024722,Vespyr Cash
932967,Dr. Don Shirley
1817,Dolores
2683394,Self - author of 'J.R.R. Tolkien: Author of the Century'
1189126,
16350,
1294078,Anka
1294080,David
28254,
109142,Herself
1385637,Himself
1599989,
1365715,
1893811,
1893812,
256928,Himself
1661167,Himself
1088668,Himself
1088667,
1515688,
1924235,Himself (Archive Footage)
110358,Himself
12260,Reed
154171,Will
21474,Claire
37366,Maggie Joiner
520,Katy
3461,Poppa MacMahon
146458,
2440,
1669952,
76944,
228866,Ariel
1498157,Antonio
76022,Sir Walter Blunt / Sheriff / Lord Chief Justice
11355,Harry H Corbett
26854,Wilfrid Brambell
32556,Henry IV
44557,Prince Hal
10779,Falstaff
76215,Othello
139549,Iago
112720,
81667,Gladysaur (voice)
136930,Principal Goodvibes (voice)
154106,Grim / Sperg / Giant Candy Bar
2920704,Chris
2920724,Dr. Summerholt
36801,
22226,
16327,Donald Branch Booth
30585,Lillian Jacobs
49812,Grace Angelini
6638,Audrey Davidson
18324,Troy Johnson
1226302,Sally Johnson
2558527,Joe Johnson
36171,Countess De Tilly
85169,The Bishop
1262084,Narrator
1478336,Himself (Archive Footage)
1091459,Eva a vidente
271982,Sinhô
947458,Jannie
1186998,Tsepo
1186999,Sister Marguerita
18647,Duke Paige
38225,
47991,Pink
71247,Pink's Mother
71248,Pink's Father
63474,Himself
15566,Phoebe
115364,Roseanna McCoy
2669,Old Randall McCoy
11066,Stage manager
13726,Dr. Gibbs
87125,Mrs. Gibbs
33515,Botchan
1192040,Madonna
146785,Yama Arashi
91873,enthusiastic fan of Hayabusa
233695,Yasuhiro Matoba
73139,Kawabuchi
1069122,Iwatsuki Rei
117975,Ryuuji Shintani
145925,Hirono Hayama
76931,Keisuke Kuroda
1129267,Secretary Isaka
1045626,Jumpei Taneda
70131,Lord Hidetora Ichimonji
70132,Taro Takatora Ichimonji
70133,Jiro Masatora Ichimonji
4091,Jeff D. Sheldrake
3149,Sugar Kane Kowalczyk
99194,Commissario Matteo Rolandi
11128,Armando Di Federico
219193,Barkley
73138,Kaguya-Hime
2169,
145871,Alain
66147,Claire
2445767,Himself - Narrator (voice)
1425961,Himself - Narrator (voice)
94247,Greasebeard
1148415,Rhett's Mom / Gage's Teacher
1077844,Bilby (voice)
81083,Roo (voice)
121866,Strawberry Shortcake (voice)
134245,Pen
188024,Phineas
67600,Candace
25663,Ferb
60279,Captain Rockhopper
1082094,Herbert P. Bear
12900,Gary
19507,Blizzard
13593,Santa
131667,'Spunky' the Elf
30366,Communication Elf
94481,Applejack
74368,Fluttershy / Pinkie Pie (voice)
1240646,
221843,Pinkie Pie (singing voice)
10427,Peggy
82625,Robin Jackson
1318689,Herself
9778,
2337947,Himself
1223657,Himself
85437,Sgt. Eric Moore
83474,Dudley 'Granfeathers' Osborne
27446,Eileen Phillips
176447,David Tayanaka
117669,Lizzie
61555,Kallea
112,Mother
125564,Sinclair
62752,Steve Hart / Orderly
14639,Himself - Host
1223677,Himself
2624638,
1544681,
17306,Oliver
176695,Ruth
220064,Nora
1687374,Philip Haller
1417732,Sunny
101582,Joan Boyd (as Susan Sparling)
51544,Mary Frances Bodine
47441,Don North
149994,Mike Fuller
27725,Katherine
1269,Captain
1953,Jonathan
1058,Himself
1910214,Himself
1037312,Himself
26457,Tinsel
3272,Snowflake
1671524,Himself
4581,Self
138411,
1348683,Woodsman
1261112,Grandmother
1782038,Narrator
1157304,Pat
143240,
1214976,
1210796,Tristan Blake
64349,
1251103,Olivia
30020,Himself
68833,Himself
30022,himself
91609,Himself
38674,Herself
214691,Himself
612216,Fok Yuen Gaap
66125,Petrov
987137,Hak Mooi-Gwai (Black Rose)
68562,A Miu/Mo
2657213,Self (voice)
1207245,Young George Goldsmith
2314,Self
7037,Motociclista degli uccellini
9235,Nicoletta
6405,Sposa
1053746,Narrator (voice)
2418705,Himself
2166720,Himself
212734,Ludovic
587368,Sofie
234503,Kevin Laplante
1042447,Christoph
131385,June Marlowe
47140,Cordelia
15676,Duke of Albany
37452,Eponine / Florence
14729,Cethegus
1227978,Glikko
90212,Herself
28906,Pilot-Major John Blackthorne
15385,Anna Schmidt
10074,Antonio
143081,
29426,Alex
43814,Camilla
10464,Françoise
81293,Mrs. Pepper
174992,Polly Pepper
106090,Ben Pepper
563461,Self
1013947,Self
577,Self
1874601,Koan vom Klang einer Hand
1587745,
1632812,
1967140,
1035396,
1218387,
934097,himself
1656966,Himself
53258,Himself
589193,Blowfly
589194,Himself
7639,Elizabeth Collins Stoddard (archive footage)
1425151,Chuck Taylor
210905,Mickie James
574074,Traci Brooks
574075,Angelina Love
74949,Johnny Cage (voice)
53828,Sonya Blade (voice)
1231115,Liu Kang (voice)
1124595,Hayabusa
1195473,Jinsei Shinzaki
1240611,Mad Dog Vachon
1240621,Himself
46593,Lonnie Bravard
11147,Self
1732727,Himself
18328,Adam J. Warner
106765,Kathleen Jensen
100633,Louise Kennelly
66610,Alison
31297,Comdr. Ashurst R.N.
28778,Joanne Tregaskis
1523100,
106178,Johnny Reach
69248,Ted King
5402,Gelsomina
5403,Il 'Matto'
1186910,Narrator (Voice)
66203,Himself
1186911,Himself
8900,Libby Tucker
245,Dr. David Bowman
247,Dr. Heywood Floyd
26209,
98105,Himself
98104,Himself
1079890,
1233997,
34551,
1138822,Himself
1138821,Herself
1333416,Himself
1574312,Chilly Willy Vocal (singing voice) (as 'Wee' Bonnie Baker)
34212,Woody Woodpecker (voice)
137579,Duckling (voice)
67230,Droopy
121039,Killer
16417,Joe Wolf (Most Common Antagonist)
